what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1315769753974
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315769764770
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769766239
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769774319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315769778619
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1315769779102
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769782879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315769785827
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1315769786632
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769794740
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315769798292
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1315769798825
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1315769819196
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769821143
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1315769821939
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769838056
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1315769844556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769851454
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1315769858078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769858447
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1315769858542
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769860418
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1315769863448
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315769868742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769878351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769879244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769907320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769908345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769959202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315769960015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315769974189
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769977957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315769996768
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1315769998454
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315770002960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770004799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770008513
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315770016314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770044357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770057078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770057280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770062895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770063111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770072102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770072329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770080999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770081234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770083066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1315770091980
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1315770092772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770096266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770101846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770129287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770130881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770140117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770140886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770168564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770169242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770179477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770194264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770195275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770214242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770216363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770236967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770237164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770242843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315770287421
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1315770291884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770292265
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1315770306719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770484120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770485365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770486833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770490700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770504756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770507185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770507309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770509075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770536789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770538616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770538877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.cocoa.closeDialog",1315770538905
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315770539622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770540167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770541016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770586143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770605412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770605732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315770612631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770621573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770622774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770726024
started,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1315770726337
started,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1315770726367
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1315770726393
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1315770726563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770726672
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1315770726715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315770730014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771679378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771714037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771718724
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315771723789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315771739950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1315771749370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771757280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771761580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1315771782806
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1315771784329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771832146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771834536
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1315771837435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771851077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1315771851820
